reading	hanri	priority	corrected	english
ᄀᅷ1제	狡制	1		crafty; cunning; control; system
슐5궤	傷過	1		too; excessively
팰1콴2	歹款	1		bad form; improper behaviour
슐1	傷	1		hurt; wound
팰1궤	歹過	1		bad; pass; exceed
좓졩4	絕情	1		sever ties; heartless
밯1밯	爸爸	1		father
로럭1	勞碌	1		labour; toil; tiring
봘2메4	半暝	1		midnight
풰돨1	被單	1		bedsheet; quilt cover
쇠2걀2	細囝	1		child; toddler; infant
취2다1	喙焦	1		thirsty; dry-mouthed
츄1긘1	手巾	1		hand
칟	拭	1		wipe
칟1괄5	拭汗	1		sweat
괘1	乖	1		obedient; well-behaved
괘5걀2	乖囝	1		child
담4	澹	1		calm; watery
살5댬1졩1	三點鐘	1		three o'clock
청2캉1	創空	1		plot against
분2소	糞掃	1		rubbish; garbage; trash
긴1	今	1		now; present
긴5야5	今夜	1		night
헝5우2	風雨	1		wind and rain
딯	滴	1		drop; drip
대	帶	1		bring; belt
졩이	情意	1		affection; friendly regard
뗻롼4	熱戀	1		be madly in love
쇼1허5	小雨	1		light rain
테키2	提起	1		mention; bring up
롼4	戀	1		love; long for
처5롼4	初戀	1		first love
기1	支	1		branch; support
훈5리5	分離	1		separate; part
해5	害	1		harm
단꽌5	但願	1		hope; if only
좐1닫1	轉達	1		convey; pass on
딯1딯	滴滴	1		drops; drip by drip
쥬5	就	1		then; approach
쉬옌4	隨緣	1		let fate decide; go with fate
주뗸4	自然	1		natural; naturally
빵칠2	夢醒	1		dream
재2곈	再見	1		see
러셩5	路上	1		on the road
홛1뎬2	發展	1		develop; grow
졩러5	情路	1		road of love; romantic path
류롄4	流連	1		linger; be reluctant to leave
보1숗	寶惜	1		treasure; cherish
돨5	段	1		section; paragraph
령옌4	良緣	1		happy union; good match
환2	反	1		opposite; turn against
벻빡1	白目	1		tactless; socially unaware
제2조5	製造	1		make; manufacture
꼗옌4	孽緣	1		doomed love; ill-fated relationship
호1챠1	好車	1		good car
돠추	大厝	1		big; great; house
뱔2ᄉᅷ	摒掃	1		sweep
앙쇼1	紅燒	1		braised in soy sauce
켼2팡1	芡芳	1		thickening starch; fragrant
귤1	薑	1		ginger
솬	蒜	1		garlic
쳰1톼1	淺拖	1		slippers
두4	櫥	1		cabinet
퇗	屜	1		drawer
삐1쥬1ᄐᅷ아2	米酒頭仔	1		rice; alcohol; wine; head; diminutive suffix
잔	讚	1		praise
셕1	俗	1		custom; common
호1콸	好看	1		good-looking; nice to look at
주1쟣1	煮食	1		cook
톼1	拖	1		drag; delay
톼5아2	拖仔	1		slippers
젹1팡1	足芳	1		very fragrant
저1퇀4	祖傳	1		passed down through generations; ancestral
비2흥1	秘方	1		secret recipe; secret formula
강2	講	1		say
함1	蚶	1		clam
솨1	沙	1		sand
듸5카1	豬跤	1		pig
얌5	炎	1		flame; inflammation
함5아2	蚶仔	1		clam; blood clam
터2솨1	吐沙	1		purge sand
쇼5쥬1헤4	燒酒蝦	1		drunken shrimp
뫄유괴1	麻油雞	1		oil; chicken
니1	拈	1		pick up with fingers
콰2	可	1		can; may
첼5첼1	生生	1		while alive; vigorous; generation after generation
샇1	煠	1		boil; blanch
힙	翕	1		stuffy; take a photograph; cover tightly
ᄐᅷ5니1	偷拈	1		steal; pilfer
좐세2개	全世界	1		whole world; worldwide
데읻1먀4	第一名	1		first place
삐1쥬2	米酒	1		rice wine
삐1쥬1ᄐᅷ4	米酒頭	1		rice; alcohol; wine; head
친2채2	凊彩	1		casually; carelessly; any
틸5뎽2	天頂	1		sky; zenith
류칠1	流星	1		meteor; shooting star
ᄀᅷ1햐5	蚼蟻	1		ant
심5리2	心理	1		psychology; mentality
안5위5	安慰	1		comfort; console
곅	激	1		excite; intense
껑껑5	慐慐	1		foolish; dazed
곅1껑껑5	激慐慐	1		stunned; flustered
껑5	慐	1		foolish; stunned
껑신4	慐神	1		absent-minded; dazed
껑랑4	慐人	1		foolish person
껑걀2	慐囝	1		child
야쾌2챠1	夜快車	1		night express train
코2잠5	靠站	1		arrive at a stop; pull into a station
뼹띧1	明日	1		tomorrow
쉬1쉬2	媠媠	1		beautiful
짇암	一暗	1		one night
함	譀	1		boast; exaggerate
함2교	譀叫	1		call
좧1	縒	1		difference; error; twist; sprain
꼥심1	凝心	1		emotionally suppressed
ᄀᅷ5	厚	1		thick; generous
형형4	雄雄	1		suddenly
짇취	一喙	1		one mouthful
솅1	升	1		rise; ascend
셩5훼5	相會	1		meet one another
롼2	暖	1		warm
츄빡1	樹木	1		tree; wood
괴5러5	街路	1		street; road
순리5	順利	1		smooth; favourable; going well
귀1	歸	1		return; belong to
운2	穩	1		stable
럭인	烙印	1		brand; imprint; lasting mark
귀5셕1	歸屬	1		belong; ownership; affiliation
기2디4	記持	1		record; remember
솅위4	成為	1		become
졘진	前進	1		advance; progress
한5	限	1		limit
곙5롁1	經歷	1		experience; undergo
감1슈5	感受	1		feeling; experience
감2	感	1		feel; sense
춛1띧1	出日	1		sunrise
솅5기1	生機	1		vitality; chance of survival
승5딜5커1샵	酸甜苦澀	1		sour, sweet, bitter and astringent; joys and hardships
띧셩4	日常	1		everyday; daily
솅쥬5	成就	1		achievement; accomplish
댬1댬1딯1딯	點點滴滴	1		bit by bit; every little detail
솅5키2	升起	1		rise
보1귀	寶貴	1		precious
샤1호2	寫好	1		good
띧기	日記	1		diary
츄훃1	樹箬	1		tree; bamboo leaf
콸2길	看見	1		see
나5	若	1		if; like
친5유2	親友	1		relatives and friends
컹1	框	1		frame
퀴5취	開喙	1		open
럄미1	連鞭	1		immediately; at once
롷터시4	落塗時	1		fall; drop; time
뵣1띠5	八字	1		eight characters; birth characters
야2	野	1		wild; field
퇴	替	1		replace
티4	啼	1		cry; crow
야1ᄌᆤ2	野鳥	1		bird
왇ᄐᅷ걀4	斡頭行	1		turn around and walk
짇러5	一路	1		all the way; road
에버1	下晡	1		afternoon
새5박1허5	西北雨	1		sudden afternoon shower
배2	擺	1		put; arrange
귀1나배2	幾若擺	1		several times
로2	惱	1		angered; irritated; vexed
키2신5로1먀5	氣身惱命	1		body; life; fate
메4	暝	1		night
기4	旗	1		flag
괴1	街	1		street
훈5휘1	紛飛	1		fly
시대	時代	1		time
헤롷붇1뼹4	下落不明	1		whereabouts unknown
휗	血	1		blood
짇장4	一欉	1		one
휼1	香	1		fragrant
벻뻬2	白馬	1		white horse
나머4	南無	1		namo; homage to
관5세2임1	觀世音	1		Guanyin
퍼삳	菩薩	1		bodhisattva
준2	準	1		accurate; standard
나준2	若準	1		if; suppose
비5격1	悲劇	1		tragedy; tragic
좌5	逝	1		pass away; go
ᄃᅷᇂᄃᅷᇂ아2	沓沓仔	1		slowly
롄1	蔫	1		wilted; withered; shrivelled
호4	何	1		what; how
내호4	奈何	1		what to do; how
촁	銃	1		gun
훈5	分	1		divide; minute; cent
궤2켛	過客	1		pass; exceed
셓	雪	1		snow
곙5궤	經過	1		pass through; experience; course
뮈훼1	梅花	1		plum blossom; flower
곙5	挭	1		block; choke
솯	雪	1		snow
되4	題	1		topic; question
뻬되4	迷題	1		riddle; puzzle
게2	假	1		false; fake
진5진5게1게2	真真假假	1		truth and falsehood
쉫	說	1		say; explain
ᄀᅷ웨5	厚話	1		talkative
운1	恩	1		kindness; mercy
운5애	恩愛	1		conjugal love; affection between a couple
개	蓋	1		cover; lid
뿌4	無	1		not have; no
정1	蹤	1		trace; track
유믕4	油門	1		throttle; accelerator
취1	催	1		urge; hurry
진5	盡	1		exhaust; all
벙5	磅	1		pound; weigh
뒤1	追	1		chase; pursue
혱정1	行蹤	1		whereabouts; track
컹1	悾	1		foolish; empty-headed
치5졩4	痴情	1		infatuated; devoted
굳경5	倔強	1		strong
길2삔5	見面	1		meet; see
짇삔5	一面	1		simultaneously; one side; one aspect
졍4	從	1		from; follow
띤꽌5	人願	1		person; people
치1	痴	1		foolish; infatuated
곋1격1	結局	1		ending; conclusion; outcome
커1졍1	苦衷	1		private hardship; unspoken grief
진5졩4	真情	1		true feelings
청5성1	滄桑	1		vicissitudes of life; worldly
김5솅5김5세	今生今世	1		this whole life
셩5헝4	相逢	1		meet by chance
셕1뻑1	寂寞	1		quiet; lonely; silent
후	付	1		pay; hand over
싣1롷1	失落	1		lost; disappointed
뗻졩4	熱情	1		passion; enthusiasm
턀2숗	疼惜	1		cherish; dote on
쵸2퀘1	笑詼	1		joke; humorous
환1붸5	反背	1		opposite; turn against; back; betray
심5승1	心酸	1		sad; sorrowful
수싣1	事實	1		fact; truth
ᄅᅷ싣1	老實	1		honest
헝붸4	奉陪	1		accompany
착1	鑿	1		chisel; dig
ᄅᅷ휗	流血	1		bleed; spill blood
렁빤5	浪漫	1		romantic; unrestrained
훋1뗸4	忽然	1		suddenly
간1	間	1		between; room
삔4	眠	1		sleep
각	覺	1		feel; perceive
류롼4	留戀	1		be reluctant to leave; nostalgic
꺄게4	夯枷	1		ask for trouble
싣1삔4	失眠	1		insomnia
메5	罵	1		scold
태	太	1		too; very
린5렁1	玲瑯	1		tinkling; delicate; gem sound; bright
더궤	度過	1		pass; exceed
뼹뀋1	明月	1		bright moon
캄1캄1켿켿1	坎坎坷坷	1		pit; uneven; rough
춛1혠5	出現	1		appear; emerge
ᄑᆤ1	飄	1		float; flutter
볜2죄	變做	1		become; turn into
ᄑᆤ5렁5	飄浪	1		wander; drift
커1킁	苦勸	1		earnestly advise; try hard to persuade
촁5첼2	清醒	1		awake; sober; clear-headed
덕1	毒	1		poison
졩웨5	情話	1		sweet nothings; lovers' talk
거5거5돨5돨1	孤孤單單	1		lonely; all alone
타5형1	他鄉	1		foreign land
보1뎡5	保重	1		take care
뎡5츄1	中秋	1		Mid-Autumn Festival
러쥐2	露水	1		dew
괄5빵4	菅芒	1		cogon grass; awn; miscanthus
춘5하츄5당1	春夏秋冬	1		winter
항4	航	1		sail; aviation
띰1심1	忍心	1		hardhearted
이형1	異鄉	1		different; strange; hometown; countryside
훼항4	回航	1		return
잔띰2	殘忍	1		cruel
람4	男	1		male; man
띠4	兒	1		child; son
람띠4	男兒	1		man; son
승1	霜	1		frost
심5턀	心疼	1		love dearly; pity
더1키	賭氣	1		act out of anger; spite
채2	彩	1		colour; prize
더2	賭	1		gamble
죻	借	1		borrow; lend
운2	溫	1		warm; gentle
준4	存	1		exist; keep
운1준4	溫存	1		gentle; affectionate
컹5키	空氣	1		air
ᄎᅷ1ᄂᅷ5	吵鬧	1		noisy; argue
격1	劇	1		drama; severe
격졩4	劇情	1		plot
짇돨5	一段	1		one
수ᄀᅷ2뚜김1	事到如今	1		matter; affair; arrive; reach; as
턓	拆	1		take apart; dismantle
당	凍	1		freeze; cold
승5셓	霜雪	1		frost and snow
수5얄4	輸贏	1		win or lose; outcome
딛1	直	1		straight
죄5	㩼	1		many; much
캼	欠	1		owe; lack
덩	棟	1		ridgepole; building
촤5	𤆬	1		lead; bring
괄틸1	寒天	1		cold weather; winter
칵1뎽5	確定	1		confirm; determine; definite
귀5룯1	規律	1		regularity; pattern
완좐4	完全	1		complete; entirely
첼5훈5	生份	1		unfamiliar; strange
홛1솅1	發生	1		happen; occur
궤2뎽4	過程	1		process; course
읻1봘1	一般	1		ordinary; general
뎬대4	電台	1		radio station
벙캉1	磅空	1		tunnel; culvert
심5ᄐᆤ	心跳	1		heartbeat
팧1퀴1	拍開	1		open; turn on
꺟ᄐᅷ4	攑頭	1		raise one's head; wing of a house
구1등4	久長	1		long; long-lasting
